simulation_id,session_index,time,action,state,reward
0.0_s1_5,28,4,A_independent,s1,2
0.0_s1_5,28,5,A_independent,s1,2
0.0_s1_5,28,6,A_independent,s1,2
0.0_s1_5,28,7,A_independent,s1,2
0.0_s1_5,28,8,A_independent,s1,2
0.0_s1_5,28,9,A_independent,s1,2
0.0_s1_5,28,10,A_independent,s1,2
0.0_s1_5,28,11,A_independent,s1,2
0.0_s1_5,28,12,A_independent,s1,2
0.0_s1_5,28,13,A_independent,s1,2
0.0_s1_5,28,14,A_independent,s1,2
0.0_s1_5,28,15,A_independent,s1,2
0.0_s1_5,28,16,A_independent,s1,2
0.0_s1_5,28,17,A_independent,s1,2
0.0_s1_5,28,18,A_independent,s1,2
0.0_s1_5,28,19,A_independent,s1,2
0.0_s1_5,28,20,A_independent,s1,2
0.0_s1_5,29,1,A_independent,s1,2
0.0_s1_5,29,2,A_independent,s1,2
0.0_s1_5,29,3,A_independent,s1,2
0.0_s1_5,29,4,A_independent,s1,2
0.0_s1_5,29,5,A_independent,s1,2
0.0_s1_5,29,6,A_independent,s1,2
0.0_s1_5,29,7,A_independent,s1,2
0.0_s1_5,29,8,A_independent,s1,2
0.0_s1_5,29,9,A_independent,s1,2
0.0_s1_5,29,10,A_independent,s1,2
0.0_s1_5,29,11,A_independent,s1,2
0.0_s1_5,29,12,A_independent,s1,2
0.0_s1_5,29,13,A_independent,s1,2
0.0_s1_5,29,14,A_independent,s1,2
0.0_s1_5,29,15,A_independent,s1,2
0.0_s1_5,29,16,A_independent,s1,2
0.0_s1_5,29,17,A_independent,s1,2
0.0_s1_5,29,18,A_independent,s1,2
0.0_s1_5,29,19,A_independent,s1,2
0.0_s1_5,29,20,A_independent,s1,2
0.0_s1_5,30,1,A_independent,s1,2
0.0_s1_5,30,2,A_independent,s1,2
0.0_s1_5,30,3,A_independent,s1,2
